# Airline ICAO-to-telephony map, derived from OpenFlights airlines.dat.
# Source: https://openflights.org/data.html
# License: ODbL 1.0 (see LICENSE-OPENFLIGHTS.txt in this directory)
# Columns: icao<TAB>callsign<TAB>name<TAB>country
# Regenerate: python tools/refresh-airlines.py
LRD	LAREDO AIR	Laredo Air	United States
LRO	ALROSA	Alrosa-Avia	Russia
LRR	LORRAINE	Lorraine Aviation	France
LRW	AL RIDA	Al Rida Airways	Mauritania
LSA	INTERNACIONAL	LANSA	Dominican Republic
LSC	CEDROS	Los Cedros Aviacion	Chile
LSK	AURELA	Aurela	Lithuania
LSP	AIR TONY	Spectrum Aviation Incorporated	United Kingdom
LSR	ALSAIR	Alsair	France
LSS	LONE STAR	Lone Star Airlines	United States
LSU	LAUS AIR	Laus	Croatia
LSY	LINDSAY AIR	Lindsay Aviation	United States
LTA	LANTRA	Trans Atlantis	Canada
LTC	LATCHARTER	LatCharter	Latvia
LTD	LIGHTSPEED	Southern Airways Express	United States
LTE	FUN JET	LTE International Airways	Spain
LTF	GARFIELD	Lufttaxi Fluggesellschaft	Germany
LTI	LATINO	Aerotaxis Latinoamericanos	Mexico
LTL	LITTORAL	Benin Littoral Airways	Benin
LTO	BILLA TRANSPORT	LTU Austria	Austria
LTR	LUFT TRANSPORT	Lufttransport	Norway
LTS	SPECAIR	Flight Inspections and Systems	Russia
LTU	LITUANICA	Air Lituanica	Lithuania
LTW	TWENTAIR	Luchtvaartmaatschappij Twente	Netherlands
LUC	STEF	Alninati Aeronautics	Switzerland
LUK	LUKOIL	LUKoil-Avia	Russia
LUT	LUGO	Luft Carago	South Africa
LUV	LUX RESCUE	Luxembourg Air Rescue	Luxembourg
LUZ	LISBON JET	Luzair	Portugal
LVB	SILVERBIRD	IRS Airlines	Nigeria
LVD	AIR SANTE	Luftfahrt-Vermietungs-Dienst	Austria
LVG	LIVINGSTON	Livingston	Italy
LVN	ALIVEN	Aliven	Italy
LVR	AVIAVILSA	Aviavilsa	Lithuania
LVT	TAXIVALENCIANA	La Valenciana Taxi Aereo	Mexico
LWD	LEISURE WORLD	Leisure Air	United States
LXA	RED LION	Luxaviation	Luxembourg
LXF	LYNX FLIGHT	Lynx Air International	United States
LXG	LUXOR GOLF	Air Luxor GB	Guinea-Bissau
LXJ	FLEXJET	Bombardier Business Jet Solutions	United States
LXP	LANEX	LAN Express	Chile
LXR	AIRLUXOR	Air Luxor	Portugal
LYC	LYNDEN	Lynden Air Cargo	United States
LYD	LYDDAIR	Lydd Air	United Kingdom
LYF	LITHUANIAN AIRFORCE	Lithuanian Air Force	Lithuania
LYM	KEY LIME	Key Lime Air	United States
LYN	ALTYN AVIA	Kyrgyzstan	Kyrgyzstan
LYT	APATAS	Apatas Air	Lithuania
LYW	LIBYAN AIRWAYS	Libyan Airlines	Libya
LYX	LYNX AIR	Lynx Aviation	Pakistan
LZA	AEROLANZA	Lanza Air	Spain
LZB	FLYING BULGARIA	Bulgaria Air	Bulgaria
LZP	DOC AIR	Air Ban	Bulgaria
LZR	LAZUR BEE-GEE	Air Lazur	Bulgaria
LZT	BARAKA	Lanzarote Aerocargo	Spain
MAA	MAS CARGA	MasAir	Mexico
MAB	MILLARDAIR	Millardair	Canada
MAC	MALTA CHARTER	Malta Air Charter	Malta
MAD	MAPLE AIR	Maple Air Services	Canada
MAE	MALI AIREXPRESS	Mali Air	Austria
MAF	MISSI	Mission Aviation Fellowship	Indonesia
MAH	MALEV	Malév	Hungary
MAI	MAX AVIA	Max Avia	Kyrgyzstan
MAJ	MAGIC AIR	Majestic Airlines	United States
MAK	MAKAVIO	MAT Macedonian Airlines	Macedonia
MAL	MORNINGSTAR	Morningstar Air Express	Canada
MAM	AEROMAN	Aerodromo De La Mancha	Spain
MAN	MANNION	Mannion Air Charter	United States
MAQ	MAC AVIATION	Mac Aviation	Spain
MAR	MARCH	March Helicopters	United Kingdom
MAS	MALAYSIAN	Malaysia Airlines	Malaysia
MAT	MAINE-AV	Maine Aviation	United States
MAU	AIRMAURITIUS	Air Mauritius	Mauritius
MAV	MALDIVO	Maldivo Airlines	Maldives
MAW	MUSTIQUE	Mustique Airways	Barbados
MAX	MAX AVIATION	Max-Aviation	Canada
MAZ	MINES	Mines Air Services Zambia	Zambia
MBA	AVAG AIR	Avag Air	Austria
MBB	AIR MANAS	Air Manas	Kyrgyzstan
MBC	MABECO	Airjet Exploracao Aerea De Carga	Angola
MBE	MARTIN	Martin-Baker	United Kingdom
MBI	MOUNTAIN BIRD	Mountain Bird	United States
MBL	FIRST CITY	First City Air	United Kingdom
MBN	ZAMBIANA	Zambian Airways	Zambia
MBO	MOBIL	Mobil Oil	Canada
MBR	BRAZILIAN NAVY	Brazilian Navy Aviation	Brazil
MBS	MBACHI AIR	Mbach Air	Malawi
MBV	AEREM	Aeriantur-M	Moldova
MCA	CALSON	MCA Airlines	Sweden
MCB	WESTMID	Air Mercia	United Kingdom
MCC	DISCOVERY	MCC Aviation	South Africa
MCD	AIR MED	Air Medical	United Kingdom
MCE	MARSHALL	Marshall Aerospace	United Kingdom
MCF	MAC FOTO	MAC Fotografica	Spain
MCG	MEDICOPTER	SOS Helikoptern Gotland	Sweden
MCH	MACLINE	McAlpine Helicopters	United Kingdom
MCL	MEDIC	Medical Aviation Services	United Kingdom
MCM	HELI AIR	Heli-Air-Monaco	Monaco
MCN	MAC DAN	Mac Dan Aviation Corporation	United States
MCO	MARCOS	Aerolineas Marcos	Mexico
MCP	MARCOPOLO	Marcopolo Airways	Afghanistan
MCS	MACAIR	Macedonian Airlines	Greece
MCT	TRANS CORTES	Transportacion Aerea Del Mar De Cortes	Mexico
MCV	MTC AVIACION	MTC Aviacion	Mexico
MCX	MAURICARGO	Cargo Express	Mauritania
MCY	MERCY	Ambulance Air Africa	South Africa
MDA	MANDARIN	Mandarin Airlines	Taiwan
MDB	MONDEAIR CARGO	Monde Air Charters	United Kingdom
MDC	NIGHT SHIP	Atlantic Aero and Mid-Atlantic Freight	United States
MDE	MAURI-TRANS	Mauritanienne De Transport Aerien	Mauritania
MDF	MED-FREIGHT	Mediterranean Air Freight	Greece
MDG	AIR MADAGASCAR	Air Madagascar	Madagascar
MDH	MADINA AIR	Madina Air	Libya
MDJ	JETRAN AIR	Jetran Air	Romania
MDL	MANDALA	Mandala Airlines	Indonesia
MDM	MEDAVIA	Medavia Company	Malta
MDO	DOMENICAN	Domenican Airlines	Dominican Republic
MDP	MEDALS	Medallion Air	Romania
MDR	AEROPLANOS	Compania Mexicana De Aeroplanos	Mexico
MDS	MID-SOUTH	McNeely Charter Services	United States
MDT	MIDNIGHT	Sundt Air	Norway
MDV	MOLDAVIAN	Moldavian Airlines	Moldova
MDW	MIDWAY	Midway Airlines	United States
MDX	MEDAIR	Aerosud Charter	South Africa
MEA	CEDAR JET	Middle East Airlines	Lebanon
MEC	MERCAIR	Mercury Aircourier Service	United States
MED	MEDICAL	Ontario Ministry of Health	Canada
MEE	ELIMEDITERRANEA	Elimediterranea	Italy
MEF	EMPENNAGE	Air Meridan	Nigeria
MEI	AVALON	Merlin Airways	United States
MEJ	MEDJET	Medjet International	United States
MEK	MED-TRANS	Med-Trans of Florida	United States
MEL	MEGA AIR	Mega Linhas Aereas	Brazil
MEM	MERIDIAN CHERRY	Meridian Limited	Ukraine
MER	METHOW	Methow Aviation	United States
MES	MESABA	Mesaba Airlines	United States
MET	METMAN	Meteorological Research Flight	United Kingdom
MEX	EAGLE EXPRESS	Metro Express	United States
MEY	MELODY	Justair Scandinavia	Sweden
MFA	SEAHORSE	Martyn Fiddler Associates	United Kingdom
MFC	EAST WIND	Moncton Flying Club	Canada
MFL	MCFLY	Aero McFly	Mexico
MFR	MIDLINE FREIGHT	Midline Air Freight	United States
MFS	MILLER TIME	Miller Flying Services	United States
MFT	YORKAIR	Multiflight
MFZ	MOFAZ AIR	Mofaz Air	Malaysia
MGA	MAG AVACION	MG Aviacion	Spain
MGB	MOCKINGBIRD	Coulson Flying Service	United Kingdom
MGE	MAGELLAN	Asia Pacific Airlines	United States
MGG	ELMAGAL	Elmagal Aviation Services	Sudan
MGI	MARGHI	Marghi Air	Nigeria
MGK	MEGLA	Mega	Kazakhstan
MGL	MONGOL AIR	MIAT Mongolian Airlines	Mongolia
MGM	AERO EMM-GEE-EMM	Transporte Aero MGM	Mexico
MGO	MANGO	Punto Fa	Spain
MGR	MAGNA AIR	Magna Air	Austria
MGS	AEROMAGAR	Aeromagar	Mexico
MGX	MONTAIR	Montenegro Airlines	Montenegro
MHA	MOUNTAIN HIGH	Mountain High Aviation	United States
MHC	AERO JOMACHA	Aero Jomacha	Mexico
MHL	HASSIMAIR	Meridian Airlines	Nigeria
MHN	MANHATTAN	Manhattan Air	United Kingdom
MHS	AIR MEMPHIS	Air Memphis	Egypt
MHU	MEPHIS UGANDA	Air Memphis	Uganda
MIA	MAURIA	Mauria	Mauritania
MIE	AEROPREMIER	Aero Premier De Mexico	Mexico
MIF	MIRAS	Miras	Kazakhstan
MIG	MIG AVIA	Russian Aircraft Corporation-MiG	Russia
MIM	MIMINO	Mimino	Russia
MIR	MIRAMICHI	Miramichi Air Service	Canada
MIS	MIDSTATE	Midstate Airlines	United States
MIT	MATCO	Flight Line	United States
MIZ	MILAZ	Desarrollo Milaz	Mexico
MJB	MAGIC BLUE	Magic Blue Airlines	Netherlands
MJG	MJG	Michael Airlines	Puerto Rico
MJL	MOLDJET	Jet Line International	Moldova
MJM	ELCO ETI	Eti 2000	Italy
MJN	MAJAN	Royal Air Force of Oman	Oman
MJP	AIR MAJORO	Air Majoro	Peru
MJR	MAJOR	Midamerica Jet	United States
MJT	MEJETS	Mex-Jet	Mexico
MJX	GEO-LINE	Euroline	Georgia
MKA	KRUGER-AIR	MK Airline	Ghana
MKG	AIR MEKONG	Air Mekong	Vietnam
MKH	AIR MARRAKECH	Air Marrakech Service	Morocco
MKK	AEROKEY	Malaya Aviatsia Dona	Russia
MKL	MCCALL	McCall Aviation	United States
MKN	MEKONG AIRLINES	Mekong Airlines	Cambodia
MKO	GOSHAWK	Markoss Aviation	United Kingdom
MKS	MIKISEW	Pimichikamac Air	Canada
MKY	MONKY	Monky Aerotaxis	Mexico
MLA	MILE-AIR	40-Mile Air	United States
MLB	MANAF	Manaf International Airways	Burundi
MLC	MALILA	Malila Airlift	Democratic Republic of the Congo
MLD	AIR MOLDOVA	Air Moldova	Moldova
MLE	MOLDAERO	Moldaeroservice	Moldova
MLF	AMAL	Amal Airlines	Djibouti
MLH	MAHALO	Mahalo Air	United States
MLI	AIR MALI	Air Mali	Mali
MLK	NIGERJET	Millennium Air	Nigeria
MLN	AIR MADELEINE	Air Madeleine	Canada
MLO	MILENIO	Servicios Aereos Milenio	Mexico
MLS	MALL-AIRWAYS	Mall Airways	United States
MLU	MALI LOSINJ	Zracno Pristaniste Mali Losinj	Croatia
MLX	MALAWI EXPRESS	Malawi Express	Malawi
MMC	AERMARCHE	Aermarche	Italy
MMD	MERMAID	Air Alsie	Denmark
MMM	ASSIGNMENT POSTPONED	Myanmar Airways International	Myanmar
MMP	AMP-INC	AMP Incorporated	United States
MMR	MUSRATA AIR	Musrata Air Transport	Libya
MMS	MUSAAD AIR	SAAD (A320) Limited	Cayman Islands
MMX	PERUMAX	Airmax	Peru
MMZ	EUROATLANTIC	EuroAtlantic Airways	Portugal
MNA	MERPATI	Merpati Nusantara Airlines	Indonesia
MNB	BLACK SEA	MNG Airlines	Turkey
MNC	MUNCIE	MIT Airlines	Canada
MNE	AEROAMANECER	Aerolineas Amanecer	Mexico
MNG	AERO MONGOLIA	Aero Mongolia	Mongolia
MNH	MONARCH AIR	Monarch Airlines	United States
MNI	AEROMIL	Aeromilenio	Mexico
MNJ	MENAJET	Menajet	Lebanon
MNL	MINILINER	Miniliner	Italy
MNO	TULCA	Mango	South Africa
MNP	MANILA SKY	Spirit of Manila Airlines	Philippines
MNR	TEEMOL	Mann Air	United Kingdom
MNS	MINISTIC	Ministic Air	Canada
MNT	MONTSERRAT	Montserrat Airways	Montserrat
MNV	NAVALE	Mauritanienne Aerienne Et Navale	Mauritania
MNX	MANX	Manx Airlines	United Kingdom
MNY	MOONEY FLIGHT	Mooney Aircraft Corporation	United States
MNZ	MURMAN AIR	Murmansk Aircompany	Russia
MOC	MONARCH CARGO	Air Monarch Cargo	Mexico
MOH	MOTH	Tigerfly	United Kingdom
MON	MONARCH	Monarch Airlines	United Kingdom
MOP	PUBLICITARIA	Aeropublicitaria De Angola	Angola
MOR	AEROMORELIA	Aerolineas De Morelia	Mexico
MOV	MOV AIR	VIM Airlines	Russia
MOW	MOHAWK AIR	Mowhawk Airlines	United States
MPA	MID PAC	Mid-Pacific Airlines	United States
MPC	MOUNTAIN PACIFIC	Mountain Pacific Air	Canada
MPD	RED COMET	Air Plus Comet	Spain
MPE	EMPRESS	Canadian North	Canada
MPH	MARTINAIR	Martinair	Netherlands
MPI	MOSPHIL	Mosphil Aero	Philippines
MPJ	MAPJET	MAP-Management and Planung	Austria
MPO	AMPARO	Transportes Aereos Amparo	Mexico
MPS	METRO REGIONAL	Metroplis	Netherlands
MPT	MIAPET	Miapet-Avia	Armenia
MPX	AEROMEXPRESS	Aeromexpress	Mexico
MQT	MUSKETEER	Air ITM	France
MRA	MARTEX	Martinaire	United States
MRD	MERIDIAN	Meridian Air Cargo	United States
MRE	MED RESCUE	Namibia Commerical Aviation	Namibia
MRF	MAUR-FRET	Mauritanienne Air Fret	Mauritania
MRH	MARHAM	Marham Flying Training Unit	United Kingdom
MRI	MORITANI	Servicios Aereos Moritani	Mexico
MRK	MARKAIR	Markair	United States
MRL	AEROMORELOS	Aeromorelos	Mexico
MRM	MARITIME	Aerocharter	Canada
MRN	MARIANNE	Missions Gouvernemtales Francaises	France
MRO	MORRISON	Morrison Flying Service	United States
MRP	ABAS	Abas	Czech Republic
MRR	MARINER	San Juan Airlines	United States
MRS	SNOWBALL	Marusya Airways	Russia
MRT	MIKE ROMEO	Air Mauritanie	Mauritania
MRW	AVIAMARS	Mars RK	Ukraine
MRX	SPEEDMARK	Herman's Markair Express	United States
MRZ	MARS	Medical Air Rescue Services	Zimbabwe
MSA	AIRMERCI	Mistral Air	Italy
MSE	EGYPTAIR EXPRESS	EgyptAir Express	Egypt
MSF	MAXESA	Max Sea Food	El Salvador
MSG	SAR-REGIONAL	Servico Aereo Regional	Mozambique
MSH	MARSHALAIR	US Marshals Service	United States
MSI	MOTOR SICH	Motor Sich	Ukraine
MSK	AIR SPORT	Air Sport	Bulgaria
MSL	MARSLANDAIR	Marsland Aviation	Sudan
MSM	AEROMAS EXPRESS	Aeromas	Uruguay
MSN	MISIONAIR	Missionair	Spain
MSO	MESO AMERICANAS	Aerol	Mexico
MSP	SEGURIDAD	Servicio De Viglancia Aerea Del Ministerio De Seguridad Publica	Costa Rica
MSQ	META	Meta Linhas A	Brazil
MSR	EGYPTAIR	Egyptair	Egypt
MSS	WASATCH	Morris Air Service	United States
MSV	AERAFKAM	Aero-Kamov	Russia
MSW	MASTER AIRWAYS	Master Airways	Serbia
MSX	EGYPTAIR CARGO	Egyptair Cargo	Egypt
MSY	MASSEY	Massey University School of Aviation	New Zealand
MTA	GAK AVIATION	GAK/Mitchell Aero	United States
MTB	AEROMETROPOLIS	Aerotaxis Metropolitanos	Mexico
MTC	MOUNTAIN LEONE	Mountain Air Company	Sierra Leone
MTE	AEROMET	Aeromet Linea Aerea	Chile
MTF	INTERJET	Interjet	Italy
MTH	RESEARCH	Massachusetts Institute of Technology	United States
MTI	MONTERREY AIR	Monerrey Air Taxi	Mexico
MTJ	METROJET	Metrojet	Hong Kong SAR of China
MTK	AIRMETACK	Air Metack	Angola
MTL	MITAVIA	RAF-Avia	Latvia
MTN	MOUNTAIN	Mountain Air Cargo	United States
MTO	MANITOULIN	Manitoulin Air Services	Canada
MTP	METROCOPTER	Island Helicopters	United States
MTR	METRO	Metroflight	United States
MTS	MANTRUST	Mantrust Asahi Airways	Indonesia
MTV	MOUNTAIN VALLEY	Mountain Valley Air Service	United States
MTW	MAURITANIA AIRWAYS	Mauritania Airways	Mauritania
MTX	MULTITAXI	Multi Taxi	Mexico
MTY	MONTY	Air Montegomery	United Kingdom
MTZ	MALI AIRWAYS	Mali Airways	Mali
MUA	MURRAY AIR	Murray Air	United States
MUI	MAUI	Trans Air	United States
MUN	AEROMUNDO	Aeromundo Ejecutivo	Mexico
MUR	MURI	Aerolinea Muri	Mexico
MVA	VALAIR	Mississippi Valley Airways	United States
MVD	AIR MINVODY	Kavminvodyavia	Russia
MVG	MOLDOVA-STATE	Moldova	Moldova
MVK	MAVRIK	Helicopter Training & Hire	United Kingdom
MVL	MAVIAL	Mavial Magadan Airlines	Russia
MVM	PEGASUS	Air Cargo America	United States
MVN	MARVIN	Marvin Limited	United Kingdom
MVR	MAV-AIR	Maverick Airways	United States
MWI	MWI	Malaysia Wings	Malaysia
MWR	RASLAN	Raslan Air Service	Egypt
MWS	MALTA WINGS	Malta Wings	Malta
MWT	MIDWEST	Midwest Aviation Division	United States
MWY	MAURITANIENNE	Mauritanienne Airways	Mauritania
MXA	MEXICANA	Mexicana de Aviaci	Mexico
MXB	MEX BLUE	Mex Blue	Mexico
MXC	MEXICARGO	Compania Mexicargo	Mexico
MXD	MALINDO	Malindo Air	Malaysia
MXE	MOZAMBIQUE EXPRESS	Mocambique Expresso	Mozambique
MXI	LINK	MexicanaLink	Mexico
MXJ	MAX-JET	Maxjet Airways	United States
MXL	MAXAIR	Maxair	Sweden
MXO	MAXAERO	Aerotaxi Mexicano	Mexico
MXP	BEECHNUT	May Air Xpress	United States
MXQ	MEXIQUENSES	Transportes Aereos Mexiquenses	Mexico
MXS	MAXSUS-AVIA	Maxsus-Avia	Uzbekistan
MXT	TRANSMEX	Mexico Transportes Aereos	Mexico
MXU	CARGO MAX	Maximus Air Cargo	United Arab Emirates
MXX	MERCHANT	Merchant Express Aviation	Nigeria
MYA	MYFLUG	Myflug	Iceland
MYD	MYLAND	Maya Island Air	Belize
MYI	MAYAIR	Mayair	Mexico
MYO	MAYORAL	Dominguez Toledo (Grupo Mayoral)	Spain
MYP	MANN ROYAL	Mann Yadanarpon Airlines	Burma
MYS	AERO YAQUI	Aero Yaqui Mayo	Mexico
MYT	KESTREL	MyTravel Airways	United Kingdom
MYW	FRANKY	My Way Airlines	Italy
MZL	MONTES AZULES	Aerovias Montes Azules	Mexico
MZS	MAHFOOZ	Mahfooz Aviation	Gambia
NAA	NOAA	National Oceanic and Atmospheric Administration	United States
NAC	YUKON	Northern Air Cargo	United States
NAD	SEULAWAH	Seulawah Nad Air	Indonesia
NAE	NATIONS EXPRESS	Nations Air Express Inc	United States
NAF	NETHERLANDS AIR FORCE	Royal Netherlands Air Force	Netherlands
NAH	NAHANNI	Nahanni Air Services Ltd	Canada
NAI	NORTH-ADRIA	North Adria Aviation	Croatia
NAJ	JET GROUP	North American Jet Charter Group	United States
NAL	NATIONAL	National Airlines	United States
NAM	MANITOBA	Nortland Air Manitoba	Canada
NAN	NATION AIR	National Airlines	United States
NAP	NAPIER	Napier Air Service Inc	United States
NAR	NIGHT AIR	Air Continental Inc	United States
NAS	NASAIRWAYS	Nasair	Eritrea
NAT	MASS AIR	North Atlantic Air Inc	United States
NAU	ANTANIK	Antanik-Air	Ukraine
NAV	NAV DISPATCH	Nav Flight Planning	Czech Republic
NAX	NOR SHUTTLE	Norwegian Air Shuttle	Norway
NAY	NAYSA	Navegacion Servicios Aereos Canarios SA	Spain
NAZ	NAZAS	Servicios Aereos del Nazas SA de CV	Mexico
NBE	NAKAIR	Novosibirsk Aviaenterprise	Russia
NBK	AL-AIR	Albarka Air	Nigeria
NBL	NOBIL AIR	Nobil Air	Moldova
NBN	TEESAIR	North British Airlines	United Kingdom
NBR	NORBROOK	Haughey Air	United Kingdom
NBS	NIMBUS	Nimbus Aviation	United Kingdom
NCA	NIPPON CARGO	Nippon Cargo Airlines	Japan
NCB	NORTH CARIBOU	North Caribou Flying Service Ltd	Canada
NCC	NORTH COAST	North Coast Air Services Ltd	Canada
NCE	TOP HAT	Northcoast Executive Airlines	United States
NCF	COUNTY	Norfolk County Flight College	United Kingdom
NCG	NETHERLANDS COASTGUARD	Nederlandse Kustwacht	Netherlands
NCH	CHANCHANGI	Chanchangi Airlines	Nigeria
NCL	ANCARGO AIR	ACA-Ancargo Air Sociedade de Transporte de Carga Lda	Angola
NCM	AIR BANE	Nas Air	Angola
NCN	NICON AIRWAYS	Nicon Airways	Nigeria
NCO	NATALCO	Natalco Air Lines	S
NCP	CAPITAL SHUTTLE	Capital Airlines Limited	Nigeria
NCS	COMMUTER-CANADA	Simpson Air Ltd	Canada
NDA	NORTHERN DAKOTA	Northern Airways	United States
NDC	NORDIC	FlyNordic	Sweden
NDF	NAMIBIAN AIR FORCE	Namibian Defence Force	Namibia
NDN	ANDINOS	Transportes Aereos Cielos Andinos	Peru
NDU	SIOUX	University of North Dakota	United States
NEA	NEW ENGLAND	New England Airlines	United States
NEB	NEBRASKA	State of Nebraska	United States
NEC	NECON AIR	Necon Air	Nepal
NEE	NORTHEAST	Northeast Airlines	United States
NEF	NORDEX	Nord-Flyg	Sweden
NEG	AGUAS NEGRAS	Linea Aerea de Fumig Aguas Negras	Chile
NEL	AEROLAREDO	Aero Servicios de Nuevo Laredo	Mexico
NEN	NORTHEAST SWAN	North-East Airlines	Nigeria
NER	NEWAIR	Air Newark	United States
NES	NORDESTE	Nordeste Linhas Aereas Regionais	Brazil
NET	NETWORK	Network Aviation Services	Nigeria
NEX	NEATAX	Northern Executive Aviation	United Kingdom
NEZ	ENGAIR	New England Air Express	United States
NFA	NORTH FLYING	North Flying	Denmark
NFC	NORTH ATLANTIC	North Atlantic Cargo	Norway
NFL	GREAT LAKES	Northaire Feight Lines	United States
NFT	NEFTEAVIA	Nefteyugansk Aviation Division	Russia
NGA	NIGERIA	Nigeria Airways	Nigeria
NGB	NORDIC GLOBAL	Nordic Global Airlines	Finland
NGC	ANGOSERVICE	Angoservice	Angola
NGE	ANGEL AIR	Angel Airlines	Thailand
NGF	ANGEL FLIGHT	Angel Flight America	United States
NGK	ORIENTAL BRIDGE	Oriental Air Bridge	Japan
NGO	AIR ANGOL	Air-Angol	Angola
NGP	REGAL EAGLE	Air Nigeria	Nigeria
NGR	NIGERIAN AIRFORCE	Nigerian Air Force	Nigeria
NGV	ANGOAVIA	Angoavia	Angola
NGX	AIR GLOBAL	Nigerian Global	Nigeria
NHG	HELGA	NHT Lineas Aereas	Brazil
NHK	NIGHTHAWK	Federal Aviation Administration	United States
NHL	NORTHUMBRIA	Northumbria Helicopters	United Kingdom
NHR	NUEVO HORIZONTE	Nuevo Horizonte Internacional	Mexico
NHT	NEWHEIGHTS	New Heights 291	South Africa
NHZ	NADA AIR	Nada Air Service	Chad
NIA	NILEBIRD	Nile Air	Egypt
NIC	ILLINOIS COMMUTER	Northern Illinois Commuter	United States
NID	AERONI	Aeroni	Mexico
NIE	AERONIETO	Aeroejecutiva Nieto	Mexico
NIG	AEROLINE	Aero Contractors	Nigeria
NIN	NURVINDO	Nurman Avia Indopura	Indonesia
NIR	NORSEMAN	Norsk Flyrjeneste	Norway
NIS	NICA	Nicaraguense De Aviacion	Nicaragua
NIT	NIGHTTRAIN	Midwest Aviation	United States
NJC	NASHVILLE JET	Nashville Jet Charters	United States
NJS	NATIONAL JET	National Jet Systems	Australia
NKF	NORDFLIGHT	Barents AirLink	Sweden
NKL	NAKHEEL	Nakheel Aviation	United Arab Emirates
NKS	SPIRIT WINGS	Spirit Airlines	United States
NKV	AIR NIKOLAEV	Nikolaev-Air	Ukraine
NKZ	NOVOKUZNETSK	Aerokuzbass	Russia
NLA	NEILTOWN AIR	Neiltown Air	Canada
NLC	NELAIR	Nelair Charters	South Africa
NLG	NELCARGO	NEL Cargo	Ivory Coast
NLH	NORSTAR	Norwegian Long Haul AS	Norway
NLK	ELAVIA	Elbrus-Avia Air Enterprise	Russia
NLL	NORTHAFRICAN AIR	Northafrican Air Transport	Libya
NLS	PANDER	Nationale Luchtvaartschool	Netherlands
NLT	NALAIR	Newfoundland Labrador Air Transport	Canada
NLW	NILE WINGS	Nile Wings Aviation Services	Sudan
NLY	FLYNIKI	Niki	Austria
NMA	NESMA AIRLINES	Nesma Airlines	Egypt
NMB	NAMIBIA	Air Namibia	Namibia
NMD	NOMAD AIR	Nomad Aviation	Namibia
NMI	TSUNAMI	Pacific Wings	United States
NML	NEWMILL	Gambia New Millennium Air	Gambia
NOA	NORONTAIR	Norontair	Canada
NOF	FONNA	Fonnafly	Norway
NOH	NORTHOLT	No. 32 (The Royal) Squadron RAF	United Kingdom
NOK	NOK AIR	Nok Air	Thailand
NOL	NAT AIRLINE	National Overseas Airlines Company	Egypt
NON	SERVICIOS LATINO	Servicios Aereos Latinoamericanos	Mexico
NOR	NORSKE	Norsk Helikopter	Norway
NOS	MOONFLOWER	Neos	Italy
NOT	COSTA NORTE	Linea Aerea Costa Norte	Chile
NOV	NOVANILE	Nova Airline	Sudan
NOW	NORWEGIAN	Royal Norwegian Air Force	Norway
NOY	NOY AVIATION	Noy Aviation	Israel
NPC	NORPAC	Western Air Couriers	United States
NPL	AIR NEPAL	Air Nepal International	Nepal
NPO	NOVSIB	Novosibirsk Aviation Production Association	Russia
NPT	NEPTUNE	Atlantic Airlines	United Kingdom
NPX	NORTHEAST EXPRESS	Northeast Aviation	United States
NRC	NORTH SEA	North Sea Airways	Netherlands
NRD	NORTH RIDER	Nordic Regional	Sweden
NRE	AVIONES ARE	Aviones Are	Mexico
NRG	ENERGY	Ross Aviation	United States
NRK	NATURELINK	Naturelink Charter	South Africa
NRL	NOLINOR	Nolinor Aviation	Canada
NRN	NETHERLANDS NAVY	Royal Netherland Navy	Netherlands
NRO	AEROMASTER	Aero Rent JSC	Russia
NRP	AERONORD	Aeronord-Grup	Moldova
NRR	NATUREAIR	Natureair	Costa Rica
NRS	NORTH SLOPE	Atlantic Richfield Company	United States
NRT	NORESTAIR	Norestair	Spain
NRV	NORVAN	North Vancouver Airlines	Canada
NRW	HUMMEL	Polizeifliegerstaffel Nordrhein-Westfalen	Germany
NRX	NORSE AIR	Norse Air Charter	South Africa
NRZ	MONARREZ	Servicios Aereos Monarrez	Mexico
NSA	NILE SAFARIS	Nile Safaris Aviation	Sudan
NSC	TRANS-SOCIETE	Societe De Transport Aerien De Mauritanie	Mauritania
NSE	SATENA	SATENA	Colombia
NSF	NORTON	Northamptonshire School of Flying	United Kingdom
NSK	INTERSALONIKA	Air Intersalonika	Greece
NSL	NERICAIR	Neric	United Kingdom
NSM	THUNDERCLOUD	Global Jet Corporation	United States
NSO	SOSA	Aerolineas Sosa	Honduras
NSP	NARPAIR	Novosibirsk Aircraft Repairing Plant	Russia
NSR	NASAIR	National Air Charter	Indonesia
NSS	NORTHSTAR	Northstar Aviation	United States
NTA	THUNDERBIRD	Northern Thunderbird Air	Canada
NTB	SERVINORTE	Servicios Aereos Del Norte	Mexico
NTC	NIGHT CHASE	Gibson Aviation	United States
NTE	INTERMEX	Interaire	Mexico
NTG	INTERGRALES	Servicios Intergrales De Aviacion	Mexico
NTH	NORTH AIR	Hokkaido Air System	Japan
NTJ	NEXTJET	NextJet	Sweden
NTK	NATCA	Natioanl Air Traffic Controllers Association	United States
NTL	AIR ANATOLIA	Air Anatolia	Turkey
NTM	NORTHAM	North American Airlines	Canada
NTR	NITRO	TNT International Aviation	United Kingdom
NTS	NITE STAR	Cirrus Air	United States
NTT	INTER-TROPIC	Inter Tropic Airlines	Sierra Leone
NTV	INTER-IVOIRE	Air Inter Ivoire	Ivory Coast
NTW	NATIONWIDE	Nationwide Airlines	South Africa
